Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Sequence_Type,Nuc_Completeness,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
NC_005081,Mammarenavirus juninense,"Bowen,M.D., Thurman,K., Minor,E., Meyer,R.F., Malfatti,S.A., Do,L.H., Smith,K.L., McCready,P.M., Chain,P.S.G.","National Center for Biotechnology Information, NIH",USA,2003-08-30T00:00:00Z,,Mammarenavirus juninense,Mammarenavirus,3411,RefSeq,complete,S,,,,,,,
NC_005082,Mammarenavirus guanaritoense,"Bowen,M.D., Thurman,K., Minor,E., Meyer,R.F., Malfatti,S.A., Do,L.H., Smith,K.L., McCready,P.M., Chain,P.S.G.","National Center for Biotechnology Information, NIH",USA,2003-08-30T00:00:00Z,,Mammarenavirus guanaritoense,Mammarenavirus,7081,RefSeq,complete,L,,,,,,,
NC_004297,Mammarenavirus lassaense,"Djavani,M., Lukashevich,I.S., Sanchez,A., Nichol,S.T., Salvato,M.S., Lukashevich,I.","National Center for Biotechnology Information, NIH",USA,1998-03-17T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7279,RefSeq,complete,L,1,,,,,,
NC_004292,Mammarenavirus tacaribeense,"Iapalucci,S., Lopez,N., Rey,O., Zakin,M.M., Cohen,G.N., Franze-Fernandez,M.T., Lopez,R., Lucero,M., Ochoa,A.","National Center for Biotechnology Information, NIH",USA,1993-08-03T00:00:00Z,,Mammarenavirus tacaribeense,Mammarenavirus,7102,RefSeq,complete,L,2,,,,,,
NC_004293,Mammarenavirus tacaribeense,"Iapalucci,S., Lopez,N., Franze-Fernandez,M.T., Zetina,C., Lucero,M.A., Bouissou,C., Lopez,R., Rey,O., Daheli,M., Cohen,G.N., Zakin,M.M.","National Center for Biotechnology Information, NIH",USA,1993-08-03T00:00:00Z,,Mammarenavirus tacaribeense,Mammarenavirus,3432,RefSeq,complete,S,2,,,,,,
NC_004291,Mammarenavirus choriomeningitidis,"Salvato,M., Shimomaye,E., Oldstone,M.B.","National Center for Biotechnology Information, NIH",USA,1993-08-02T00:00:00Z,,Mammarenavirus choriomeningitidis,Mammarenavirus,6680,RefSeq,complete,L,1,,,,,,
NC_004294,Mammarenavirus choriomeningitidis,"Salvato,M., Shimomaye,E., Southern,P., Oldstone,M.B.","National Center for Biotechnology Information, NIH",USA,1993-08-02T00:00:00Z,,Mammarenavirus choriomeningitidis,Mammarenavirus,3376,RefSeq,complete,S,1,,,,,,
NC_004296,Mammarenavirus lassaense,"Auperin,D.D., McCormick,J.B.","National Center for Biotechnology Information, NIH",USA,1993-08-02T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3402,RefSeq,complete,S,1,,,,,,
ON110131,Mammarenavirus wenzhouense,"Du,S., Wu,W., Xiao,X., Li,A., Li,C., Wang,Q., Sun,L., Wang,S., Liang,M., Li,D., Li,J.","Institute for Viral Diseases Control and Prevention (CDC), Institute of Viruses",China,2023-07-08T00:00:00Z,WENV-DG2-2020,Mammarenavirus wenzhouense,Mammarenavirus,7190,GenBank,partial,L,,China,China,,Rattus norvegicus,,2020
ON110132,Mammarenavirus wenzhouense,"Du,S., Wu,W., Xiao,X., Li,A., Li,C., Wang,Q., Sun,L., Wang,S., Liang,M., Li,D., Li,J.","Institute for Viral Diseases Control and Prevention (CDC), Institute of Viruses",China,2023-07-08T00:00:00Z,WENV-DG4-2020,Mammarenavirus wenzhouense,Mammarenavirus,7270,GenBank,partial,L,,China,China,,Rattus flavipectus,,2021
ON236642,Mammarenavirus choriomeningitidis,"Liu,Z., Li,L., Wang,D., Zhang,L., Liang,X., Wang,Z., Wei,F., Fan,S.","Jilin Agricultural University, College of Life Science",China,2023-07-03T00:00:00Z,,Mammarenavirus choriomeningitidis,Mammarenavirus,7241,GenBank,complete,L,1,"China: Dunhua,Jilin",China,,Bos taurus,,2021-04-28
ON236643,Mammarenavirus choriomeningitidis,"Liu,Z., Li,L., Wang,D., Zhang,L., Liang,X., Wang,Z., Wei,F., Fan,S.","Jilin Agricultural University, College of Life Science",China,2023-07-03T00:00:00Z,,Mammarenavirus choriomeningitidis,Mammarenavirus,3375,GenBank,complete,S,1,"China: Dunhua,Jilin",China,,Bos taurus,,2021-04-28
ON236644,Mammarenavirus choriomeningitidis,"Liu,Z., Li,L., Wang,D., Zhang,L., Liang,X., Wang,Z., Wei,F., Fan,S.","Jilin Agricultural University, College of Life Science",China,2023-07-03T00:00:00Z,,Mammarenavirus choriomeningitidis,Mammarenavirus,7241,GenBank,complete,L,1,"China: Dunhua,Jilin",China,,Bos taurus,,2021-04-28
ON236645,Mammarenavirus choriomeningitidis,"Liu,Z., Li,L., Wang,D., Zhang,L., Liang,X., Wang,Z., Wei,F., Fan,S.","Jilin Agricultural University, College of Life Science",China,2023-07-03T00:00:00Z,,Mammarenavirus choriomeningitidis,Mammarenavirus,3375,GenBank,complete,S,1,"China: Dunhua,Jilin",China,,Bos taurus,,2021-04-28
OQ543564,Mecsek Mountains virus,"Reuter,G., Boros,A., Takats,K., Matics,R., Pankovics,P.","University of Pecs, Department of Medical Microbiology and Immunology",Hungary,2023-06-18T00:00:00Z,MEMV/MR2/2015/HUN,Mecsek Mountains virus,Mammarenavirus,3536,GenBank,partial,S,1,Hungary,Hungary,,Erinaceus roumanicus,feces,2015-04
OQ543565,Mecsek Mountains virus,"Reuter,G., Boros,A., Takats,K., Matics,R., Pankovics,P.","University of Pecs, Department of Medical Microbiology and Immunology",Hungary,2023-06-18T00:00:00Z,MEMV/MR3/2015/HUN,Mecsek Mountains virus,Mammarenavirus,3536,GenBank,partial,S,1,Hungary,Hungary,,Erinaceus roumanicus,feces,2015-04
OQ543566,Mecsek Mountains virus,"Reuter,G., Boros,A., Takats,K., Matics,R., Pankovics,P.","University of Pecs, Department of Medical Microbiology and Immunology",Hungary,2023-06-18T00:00:00Z,MEMV/MR7/2015/HUN,Mecsek Mountains virus,Mammarenavirus,3536,GenBank,partial,S,1,Hungary,Hungary,,Erinaceus roumanicus,feces,2015-04
OQ543567,Mecsek Mountains virus,"Reuter,G., Boros,A., Takats,K., Matics,R., Pankovics,P.","University of Pecs, Department of Medical Microbiology and Immunology",Hungary,2023-06-18T00:00:00Z,MEMV/MR8/2015/HUN,Mecsek Mountains virus,Mammarenavirus,3536,GenBank,partial,S,1,Hungary,Hungary,,Erinaceus roumanicus,feces,2015-04
OQ543568,Mecsek Mountains virus,"Reuter,G., Boros,A., Takats,K., Matics,R., Pankovics,P.","University of Pecs, Department of Medical Microbiology and Immunology",Hungary,2023-06-18T00:00:00Z,MEMV/MR9/2015/HUN,Mecsek Mountains virus,Mammarenavirus,3536,GenBank,partial,S,1,Hungary,Hungary,,Erinaceus roumanicus,feces,2015-04
OQ556910,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2014-07-22
OQ556911,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2014-07-22
OQ556912,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okhuesan,Nigeria,,Mastomys natalensis,blood,2014-07-24
OQ556913,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys erythroleucus,blood,2014-10-18
OQ556914,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ekpoma,Nigeria,,Mastomys natalensis,blood,2015-01-22
OQ556915,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2014-01-24
OQ556916,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2014-01-24
OQ556917,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2014-01-24
OQ556918,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2014-01-25
OQ556919,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2014-01-26
OQ556920,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2014-01-26
OQ556921,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2015-04-06
OQ556922,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2015-04-06
OQ556923,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2015-07-20
OQ556924,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2015-07-21
OQ556925,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2015-10-16
OQ556926,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2015-10-17
OQ556927,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2015-10-17
OQ556928,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2015-10-17
OQ556929,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,663,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2015-10-17
OQ556930,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2015-10-18
OQ556931,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys erythroleucus,blood,2015-10-18
OQ556932,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Ebudin,Nigeria,,Mastomys natalensis,blood,2015-10-18
OQ556933,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556934,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556935,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556936,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556937,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556938,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556939,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556940,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556941,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-19
OQ556942,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,870,GenBank,partial,,1,Nigeria: Okeluse,Nigeria,,Mastomys natalensis,blood,2015-10-20
