pathogen_record_id,associated_rodent_record_id,study_id,host_genus,associatedTaxa,locality,country,coordinate_resolution,decimalLatitude,decimalLongitude,taxonRank,family,scientificName,identificationRemarks,occurrenceRemarks,number_negative,organismQuantity,number_inconclusive,note
156,145,9,Nannoyms,Nannomys minutoides,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,antibody,4,4,0,0,NA
157,146,9,Nannoyms,Nannomys setulosus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,antibody,7,7,0,0,NA
158,147,9,Praomys,Praomys rostratus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,antibody,44,44,0,0,NA
159,148,9,Rattus,Rattus rattus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,antibody,61,60,1,0,NA
160,149,9,Uranomys,Uranomys ruddi,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
161,150,9,Crocidura,Crocidura sp.,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,24,24,0,0,NA
162,151,9,Dasymys,Dasymys rufulus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
163,152,9,Grammomys,Grammomys buntingi,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
164,153,9,Graphiurus,Graphiurus sp.,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
165,154,9,Hybomys,Hybomys sp.,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,3,3,0,0,NA
166,155,9,Hylomyscus,Hylomyscus simus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,5,5,0,0,NA
167,156,9,Lemniscomys,Lemniscomys striatus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
168,157,9,Lophuromys,Lophuromys sikapusi,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,14,14,0,0,NA
169,158,9,Malacomys,Malacomys edwardsi,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
170,159,9,Mastomys,Mastomys erythroleucus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
171,160,9,Mastomys,Mastomys natalensis,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,96,94,2,0,NA
172,161,9,Nannoyms,Nannomys minutoides,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,3,3,0,0,NA
173,162,9,Nannoyms,Nannomys setulosus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,2,2,0,0,NA
174,163,9,Praomys,Praomys rostratus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,39,38,1,0,NA
175,164,9,Rattus,Rattus rattus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,26,25,1,0,NA
176,165,9,Uranomys,Uranomys ruddi,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
177,166,9,Crocidura,Crocidura sp.,"Ngolahun, Bo District",Sierra Leone,study village,7.757033,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,27,27,0,0,NA
178,167,9,Dasymys,Dasymys rufulus,"Ngolahun, Bo District",Sierra Leone,study village,7.757033,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,2,2,0,0,NA
179,168,9,Grammomys,Grammomys buntingi,"Ngolahun, Bo District",Sierra Leone,study village,7.757033,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
180,169,9,Graphiurus,Graphiurus sp.,"Ngolahun, Bo District",Sierra Leone,study village,7.757033,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
181,170,9,Hybomys,Hybomys sp.,"Ngolahun, Bo District",Sierra Leone,study village,7.757033,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,4,4,0,0,NA
182,171,9,Hylomyscus,Hylomyscus simus,"Ngolahun, Bo District",Sierra Leone,study village,7.757033,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,2,2,0,0,NA
183,172,9,Lemniscomys,Lemniscomys striatus,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
184,173,9,Lophuromys,Lophuromys sikapusi,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,33,33,0,0,NA
185,174,9,Malacomys,Malacomys edwardsi,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,3,2,1,0,NA
186,175,9,Mastomys,Mastomys erythroleucus,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,2,2,0,0,NA
187,176,9,Mastomys,Mastomys natalensis,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,16,14,2,0,NA
188,177,9,Nannoyms,Nannomys minutoides,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,2,2,0,0,NA
189,178,9,Nannoyms,Nannomys setulosus,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
190,179,9,Praomys,Praomys rostratus,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,21,18,3,0,NA
191,180,9,Rattus,Rattus rattus,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999999,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,40,40,0,0,NA
192,181,9,Uranomys,Uranomys ruddi,"Ngolahun, Bo District",Sierra Leone,study village,7.75703299999998,-11.770189,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
193,182,9,Crocidura,Crocidura sp.,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,54,54,0,0,NA
194,183,9,Dasymys,Dasymys rufulus,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
195,184,9,Grammomys,Grammomys buntingi,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
196,185,9,Graphiurus,Graphiurus sp.,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
197,186,9,Hybomys,Hybomys sp.,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,3,3,0,0,NA
198,187,9,Hylomyscus,Hylomyscus simus,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
199,188,9,Lemniscomys,Lemniscomys striatus,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
200,189,9,Lophuromys,Lophuromys sikapusi,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,25,24,1,0,NA
201,190,9,Malacomys,Malacomys edwardsi,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,4,4,0,0,NA
202,191,9,Mastomys,Mastomys erythroleucus,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,2,2,0,0,NA
203,192,9,Mastomys,Mastomys natalensis,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,100,88,12,0,NA
204,193,9,Nannoyms,Nannomys minutoides,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
205,194,9,Nannoyms,Nannomys setulosus,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,3,3,0,0,NA
206,195,9,Praomys,Praomys rostratus,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,102,101,1,0,NA
207,196,9,Rattus,Rattus rattus,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,58,58,0,0,NA
208,197,9,Uranomys,Uranomys ruddi,"Nyandeyama, Bo District",Sierra Leone,study village,7.762217,-11.742564,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
209,198,9,Crocidura,Crocidura sp.,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,35,35,0,0,NA
210,199,9,Dasymys,Dasymys rufulus,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,4,4,0,0,NA
211,200,9,Grammomys,Grammomys buntingi,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
212,201,9,Graphiurus,Graphiurus sp.,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
213,202,9,Hybomys,Hybomys sp.,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
214,203,9,Hylomyscus,Hylomyscus simus,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
215,204,9,Lemniscomys,Lemniscomys striatus,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
216,205,9,Lophuromys,Lophuromys sikapusi,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,31,31,0,0,NA
217,206,9,Malacomys,Malacomys edwardsi,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,6,6,0,0,NA
218,207,9,Mastomys,Mastomys erythroleucus,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,3,1,2,0,NA
219,208,9,Mastomys,Mastomys natalensis,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,34,31,3,0,NA
220,209,9,Nannoyms,Nannomys minutoides,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
221,210,9,Nannoyms,Nannomys setulosus,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
222,211,9,Praomys,Praomys rostratus,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,48,48,0,0,NA
223,212,9,Rattus,Rattus rattus,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,42,42,0,0,NA
224,213,9,Uranomys,Uranomys ruddi,"Sembehun, Bo District",Sierra Leone,study village,7.771753,-11.726172,species,Arenaviridae,Lassa mammarenavirus,antibody,2,2,0,0,NA
225,214,9,Crocidura,Crocidura sp.,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,28,28,0,0,NA
226,215,9,Dasymys,Dasymys rufulus,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
227,216,9,Grammomys,Grammomys buntingi,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
228,217,9,Graphiurus,Graphiurus sp.,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
229,218,9,Hybomys,Hybomys sp.,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,5,5,0,0,NA
230,219,9,Hylomyscus,Hylomyscus simus,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,6,6,0,0,NA
231,220,9,Lemniscomys,Lemniscomys striatus,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
232,221,9,Lophuromys,Lophuromys sikapusi,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,30,30,0,0,NA
233,222,9,Malacomys,Malacomys edwardsi,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,9,9,0,0,NA
234,223,9,Mastomys,Mastomys erythroleucus,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,2,2,0,0,NA
235,224,9,Mastomys,Mastomys natalensis,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,51,46,5,0,NA
236,225,9,Nannoyms,Nannomys minutoides,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,1,1,0,0,NA
237,226,9,Nannoyms,Nannomys setulosus,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,11,11,0,0,NA
238,227,9,Praomys,Praomys rostratus,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,92,92,0,0,NA
239,228,9,Rattus,Rattus rattus,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,32,32,0,0,NA
240,229,9,Uranomys,Uranomys ruddi,"Yakaji, Bo District",Sierra Leone,study village,7.973069,-11.3957,species,Arenaviridae,Lassa mammarenavirus,antibody,0,0,0,0,NA
241,134,9,Crocidura,Crocidura sp.,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,42,42,0,0,NA
242,135,9,Dasymys,Dasymys rufulus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,0,0,0,0,NA
243,136,9,Grammomys,Grammomys buntingi,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,1,1,0,0,NA
244,137,9,Graphiurus,Graphiurus sp.,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,1,1,0,0,NA
245,138,9,Hybomys,Hybomys sp.,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,0,0,0,0,NA
246,139,9,Hylomyscus,Hylomyscus simus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,8,8,0,0,NA
247,140,9,Lemniscomys,Lemniscomys striatus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,1,1,0,0,NA
248,141,9,Lophuromys,Lophuromys sikapusi,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,41,41,0,0,NA
249,142,9,Malacomys,Malacomys edwardsi,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,1,1,0,0,NA
250,143,9,Mastomys,Mastomys erythroleucus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,4,4,0,0,NA
251,144,9,Mastomys,Mastomys natalensis,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,60,60,0,0,NA
252,145,9,Nannoyms,Nannomys minutoides,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,4,4,0,0,NA
253,146,9,Nannoyms,Nannomys setulosus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,7,7,0,0,NA
254,147,9,Praomys,Praomys rostratus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,44,44,0,0,NA
255,148,9,Rattus,Rattus rattus,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,61,61,0,0,NA
256,149,9,Uranomys,Uranomys ruddi,"Baoma Old Town, Bo District",Sierra Leone,study village,7.945028,-11.431461,species,Arenaviridae,Lassa mammarenavirus,pcr,0,0,0,0,NA
257,150,9,Crocidura,Crocidura sp.,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,24,24,0,0,NA
258,151,9,Dasymys,Dasymys rufulus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,0,0,0,0,NA
259,152,9,Grammomys,Grammomys buntingi,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,0,0,0,0,NA
260,153,9,Graphiurus,Graphiurus sp.,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,0,0,0,0,NA
261,154,9,Hybomys,Hybomys sp.,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,3,3,0,0,NA
262,155,9,Hylomyscus,Hylomyscus simus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,5,5,0,0,NA
263,156,9,Lemniscomys,Lemniscomys striatus,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,0,0,0,0,NA
264,157,9,Lophuromys,Lophuromys sikapusi,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,14,14,0,0,NA
265,158,9,Malacomys,Malacomys edwardsi,"Foindu, Bo District",Sierra Leone,study village,8.005569,-11.427842,species,Arenaviridae,Lassa mammarenavirus,pcr,0,0,0,0,NA
